Date,G0M910,A0M001,A0M005,A0M008,A0M033,A0M029,U0M019,A0M106,U0M107,U0M129,U0M083,A0M125,G0M920,G0M930,A0M041,A0M051,A0M047,A0M057,G0M930,A0M043,A0M044,A0M052,A0M051
Dec-69,49.2,40.6,219.5,77027,22177,1306,,2878.2,,-1.3,78.3,,40.4,40.1,71241,3755,38.8,428107,40.1,3.5,0.5,4072.8,3755
Jan-70,48.6,40.4,250.9,74090,21449,1200,,2876.2,,-1.2,77.1,,40.2,40.3,71176,3761.6,38.1,422711,40.3,3.9,0.5,4080.2,3761.6
Feb-70,48.2,40.2,258.3,73359,21824,1263,,2848.9,,-1.7,75.8,,40.3,40.4,71305,3768.2,38.1,423087,40.4,4.2,0.6,4090.4,3768.2
Mar-70,47.9,40.1,267.5,73025,18864,1279,,2846.7,,-0.7,74.3,,40.3,40.5,71451,3782.7,38,418143,40.5,4.4,0.6,4106,3782.7
Apr-70,47.5,39.8,340.3,72255,19498,1383,,2837.6,,-0.7,72.7,,40.2,40.5,71348,3760.1,37.9,416030,40.5,4.6,0.7,4146.9,3760.1
May-70,47.5,39.8,304.2,73045,19793,1502,,2843.5,,0,71.2,,40.2,40.4,71124,3768.4,37.9,420548,40.4,4.8,0.7,4123.2,3768.4
Jun-70,47.5,39.8,296.5,74686,18849,1494,,2853.9,,0.2,72.7,,40.2,40.4,71029,3780.2,37.8,422233,40.4,4.9,0.8,4136,3780.2
Jul-70,47.6,40,281.8,73435,19754,1497,,2862.1,,0.3,74.2,,40.2,40.3,71053,3800.4,37.9,422683,40.3,5,0.8,4159.2,3800.4
Aug-70,47.7,39.8,291,73388,19045,1576,,2882.3,,0.9,75.7,,40.2,40.4,70937,3807.6,37.8,422488,40.4,5.1,0.9,4169.7,3807.6
Sep-70,47.7,39.6,324.5,73113,18858,1611,,2899.3,,1.1,74.2,,40.1,40.3,70944,3797.3,37.5,421754,40.3,5.4,0.9,4166.8,3797.3
Oct-70,47.6,39.5,329.1,69095,18129,1768,,2909.6,,1.1,72.8,,39.8,40.3,70521,3775.8,36.8,417366,40.3,5.5,0.9,4152.5,3775.8
Nov-70,47.6,39.5,324.8,68937,18925,1697,,2920.2,,1.2,71.3,,39.6,40.3,70409,3774,36.6,410361,40.3,5.9,1,4148.3,3774
Dec-70,48.3,39.5,304.1,74541,20166,1996,,2932.6,,1.5,72.8,,40,40,70792,3783.6,37.4,423384,40,6.1,1.3,4162.3,3783.6
Jan-71,48.5,39.9,297.5,75916,17595,1857,,2956.4,,2.1,74.4,,40.2,39.9,70865,3820.1,37.7,427532,39.9,5.9,1.3,4198.4,3820.1
Feb-71,49,39.7,283.5,76219,20402,1794,,2985.4,,2.4,75.9,,40.2,39.9,70807,3824.2,37.6,429920,39.9,5.9,1.3,4206.6,3824.2
Mar-71,49.4,39.8,293.3,76316,20013,1988,,3016.9,,2,75.9,,40.3,39.8,70860,3834.4,37.6,431703,39.8,6,1.3,4219.7,3834.4
Apr-71,49.6,39.9,284.4,74762,18211,1973,,3044.5,,1.7,75.9,,40.4,39.6,71036,3844.9,37.8,434051,39.6,5.9,1.4,4231,3844.9
May-71,49.9,40,292.2,74714,19504,2229,,3069.9,,1.8,75.9,,40.6,39.7,71247,3860.6,38,436171,39.7,5.9,1.4,4247.4,3860.6
Jun-71,50,39.9,290,74512,19917,2151,,3085.3,,1.6,76.7,,40.7,39.5,71254,3862.4,38.2,442161,39.5,5.9,1.4,4326.8,3862.4
Jul-71,50.2,40,296.8,75123,18020,2338,,3106.2,,1.4,77.6,,40.6,39.7,71315,3867.2,38,437068,39.7,6,1.5,4272.6,3867.2
Aug-71,50.3,39.8,324.7,76969,20386,2265,,3124.1,,1,78.4,,40.7,39.9,71373,3882.1,37.8,439815,39.9,6.1,1.5,4287.7,3882.1
Sep-71,50.5,39.7,304.4,76005,18454,2255,,3151.3,,0.6,78,,40.9,40,71614,3898.5,38.4,443775,40,6,1.5,4312.6,3898.5
Oct-71,50.8,39.9,296.7,76204,19903,2289,,3173.2,,0.7,77.6,,41,39.9,71642,3914.8,38.7,444082,39.9,5.8,1.5,4324.6,3914.8
Nov-71,51,40,286.6,77913,19363,2349,,3194.9,,0.9,77.2,,41.2,39.9,71847,3930.8,38.9,451590,39.9,6,1.5,4346.6,3930.8
Dec-71,51.6,40.2,267.6,80120,19379,2410,,3208.1,,1.8,81.8,,41.5,39.9,72109,3954.7,39.3,455807,39.9,6,1.5,4369.3,3954.7
Jan-72,52.1,40.2,268.9,80955,20061,2487,,3228.2,,2.5,86.3,,41.8,39.5,72441,3977.2,40.3,460625,39.5,5.8,1.5,4390.5,3977.2
Feb-72,52.7,40.4,263.4,82138,22048,2410,,3251.5,,2.8,90.9,,41.9,39.4,72648,3999.3,40.7,455653,39.4,5.7,1.5,4426.3,3999.3
Mar-72,53.1,40.4,262.3,81710,22129,2339,,3281.7,,2.2,88,,42.2,39.6,72944,4025.8,41,464095,39.6,5.8,1.4,4454.4,4025.8
Apr-72,53.4,40.5,263.7,82278,22160,2377,,3298.5,,2,85.1,,42.4,39.8,73162,4038.7,41.4,467248,39.8,5.7,1.4,4460.4,4038.7
May-72,53.7,40.5,267,82708,21881,2297,,3313.3,,1.9,82.2,,42.6,39.9,73469,4055.5,41.4,470126,39.9,5.7,1.3,4479.4,4055.5
Jun-72,54,40.6,293.9,84215,23041,2425,,3336.6,,1.7,85.2,,42.7,40,73758,4067.8,41.5,472177,40,5.7,1.3,4491.5,4067.8
Jul-72,54.4,40.5,283.6,81913,23652,2438,,3368.2,,1.6,88.3,,42.7,40.2,73709,4094.2,41.4,469245,40.2,5.6,1.3,4519,4094.2
Aug-72,55.1,40.6,255,86413,22297,2514,,3399.1,,1.4,91.3,,43.2,40.1,74141,4135.3,42,480493,40.1,5.6,1.3,4560.7,4135.3
Sep-72,55.7,40.6,255.2,88767,24699,2658,,3426.2,,1.7,90.1,,43.4,40.1,74264,4155.2,42.3,488756,40.1,5.5,1.3,4578.3,4155.2
Oct-72,56.2,40.7,250.4,88820,24100,2616,,3460.3,,1.4,89,,43.8,40.1,74674,4225.4,42.9,495503,40.1,5.6,1.3,4683.6,4225.4
Nov-72,56.7,40.7,243.1,90852,24797,2483,,3480.6,,1.2,87.8,,44.1,40.1,74973,4257.1,43.4,504982,40.1,5.3,1.2,4731.5,4257.1
Dec-72,57.3,40.6,246.3,93478,26885,2688,,3506.2,,1,83,,44.4,40.2,75268,4282,43.9,511717,40.2,5.2,1.1,4748.7,4282
Jan-73,57.7,40.4,228.3,95559,25730,2523,,3530.6,,0.5,78.1,,44.6,40.5,75617,4259.5,44.2,518235,40.5,4.9,1.1,4730.1,4259.5
Feb-73,57.9,40.9,220.5,97268,25115,2473,,3528.5,,0.1,73.3,,44.9,40.9,76014,4275.7,44.8,519044,40.9,5,1,4747.3,4275.7
Mar-73,57.8,40.9,227.2,97279,27013,2291,,3508.9,,-0.4,71.3,,44.9,41.1,76284,4278,44.8,516972,41.1,4.9,1,4753.2,4278
Apr-73,57.5,40.8,238.5,93995,29180,2120,,3501.8,,-0.5,69.3,,45,41.5,76455,4290.8,44.8,514833,41.5,5,0.9,4762,4290.8
May-73,57.5,40.7,235.5,94552,27555,2145,,3514.9,,-1,67.3,,45.1,41.6,76648,4306.4,45.1,513183,41.6,4.9,0.9,4783,4306.4
Jun-73,57.4,40.7,240,93551,27528,2278,,3522.3,,-1.6,65.9,,45.2,42.1,76887,4322.9,45.1,512159,42.1,4.9,0.9,4796.3,4322.9
Jul-73,57,40.7,242.3,92742,28240,2021,,3523,,-3.3,64.4,,45.3,42.2,76913,4340,45.3,519138,42.2,4.8,0.8,4810.5,4340
Aug-73,56.5,40.6,254.1,92154,27451,2010,,3492.5,,-3.1,63,,45.3,42.6,77168,4323.2,45.2,508410,42.6,4.8,0.9,4796.6,4323.2
Sep-73,56.2,40.7,247.4,91554,27733,1894,,3480.7,,-3.7,64.4,,45.5,42.8,77276,4349.9,45.6,511920,42.8,4.8,0.9,4824.8,4349.9
Oct-73,56.1,40.6,241.3,93090,30282,1569,,3474.8,,-3.2,65.7,,45.8,42.8,77607,4390.3,46,525051,42.8,4.6,0.9,4867,4390.3
Nov-73,55.8,40.6,255.7,94632,30713,1557,,3472.3,,-3.3,67.1,,46.1,42.9,77920,4400.4,46.2,533544,42.9,4.8,0.9,4878.1,4400.4
Dec-73,55.2,40.6,290.5,92252,30501,1431,,3470.7,,-3.2,61.2,,46,43.2,78031,4390.4,46.1,526403,43.2,4.9,0.8,4865.1,4390.4
Jan-74,54.8,40.5,313.3,93790,29992,1478,,3454.7,,-2.7,55.3,,45.9,43.4,78100,4338.4,45.7,526877,43.4,5.1,0.9,4823.8,4338.4
Feb-74,54.5,40.4,317.9,93230,31464,1511,,3432.8,,-2,49.4,,45.8,43.4,78254,4310.6,45.6,524292,43.4,5.2,0.9,4794.8,4310.6
Mar-74,54.3,40.4,313.7,91883,32348,1600,,3416.6,,-2.1,54.2,,45.8,43.5,78296,4280.8,45.6,526065,43.5,5.1,0.9,4763.4,4280.8
Apr-74,53.6,39.5,292.4,92021,30733,1393,,3403.5,,-3,59.1,,45.7,43.8,78382,4259.4,45.5,522230,43.8,5.1,1,4760.4,4259.4
May-74,53.3,40.3,294.9,94707,29568,1264,,3376.8,,-3.7,63.9,,45.8,44.2,78549,4262.2,45.8,524529,44.2,5.1,1,4764.9,4262.2
Jun-74,52.7,40.2,311.9,93345,29393,1207,,3360.8,,-4.4,61.8,,45.8,44.5,78604,4260.1,45.8,522699,44.5,5.4,1,4761.7,4260.1
Jul-74,52.2,40.1,309,91513,33308,1113,,3349.8,,-5.1,59.7,,45.8,44.7,78636,4263.5,45.8,521503,44.7,5.5,1,4780.3,4263.5
Aug-74,51.3,40.2,342.4,90217,30260,1019,,3325.3,,-4,57.6,,45.7,45,78619,4257.3,45.3,516445,45,5.5,1,4772.3,4257.3
Sep-74,50.3,40,360.2,87440,28593,933,,3305.3,,-3.3,55.5,,45.6,45.2,78610,4252.3,45.4,512070,45.2,5.9,1.1,4767.5,4252.3
Oct-74,49.7,40,404.7,85637,25411,915,,3301.7,,-2.2,53.3,,45.5,45.4,78630,4261.2,45.2,503301,45.4,6,1.2,4782.7,4261.2
Nov-74,48.9,39.5,470.2,82205,24280,870,,3296.5,,-1.8,51.2,,45.1,45.4,78265,4228,43.7,497916,45.4,6.6,1.2,4754.4,4228
Dec-74,48,39.3,523.7,76125,23520,965,,3283.5,,-1.1,50.8,,44.4,45.6,77652,4212,42.2,483320,45.6,7.2,1.4,4751.4,4212
Jan-75,47.6,39.2,560.6,74985,24861,807,,3278.4,,0.4,50.4,,44.2,45.4,77293,4198.6,41.6,482107,45.4,8.1,1.7,4747,4198.6
Feb-75,47.5,38.9,541,74527,22106,810,,3288.7,,1.2,50,,43.9,45,76918,4179.2,40.6,478991,45,8.1,2,4744.7,4179.2
Mar-75,47.3,38.8,546.3,72104,20610,788,,3316.7,,2.2,56.6,,43.6,44.8,76648,4178.7,40.2,464603,44.8,8.6,2.2,4748.1,4178.7
Apr-75,47.9,39,516.4,74829,22998,962,,3341.6,,2.7,63.2,,43.5,44.4,76460,4173.5,40.3,469258,44.4,8.8,2.6,4753.8,4173.5
May-75,48.2,39,496.3,75369,21002,1016,,3373.9,,2.8,69.8,,43.6,44,76624,4195.8,40.1,469150,44,9,2.8,4783.1,4195.8
Jun-75,48.6,39.2,495,76419,20684,1051,,3406.3,,2.3,70.1,,43.7,43.2,76521,4204.3,40.4,473368,43.2,8.8,3,4866.5,4204.3
Jul-75,49.1,39.4,449,79897,21477,1133,,3419.7,,2,70.4,,43.9,43.2,76770,4202.5,40.8,475718,43.2,8.6,3.1,4812.7,4202.5
Aug-75,49.2,39.7,451.1,81435,22060,1105,,3433,,2.3,70.7,,44.2,43,77153,4237.9,41.2,481299,43,8.4,3,4848.6,4237.9
Sep-75,49.4,39.8,444.9,81707,20971,1182,,3445.2,,2.2,70.4,,44.3,43,77228,4250,41.7,482452,43,8.4,3.1,4860.1,4250
Oct-75,49.8,39.9,417.6,82254,21420,1217,,3447.1,,2.3,70.2,,44.5,43,77540,4268.3,41.9,483041,43,8.4,2.9,4882.9,4268.3
Nov-75,50,39.9,396.8,81716,21028,1233,,3456.3,,2.8,69.9,,44.6,43,77685,4277.4,42,482333,43,8.3,3,4882.6,4277.4
Dec-75,50.3,40.2,373.9,82495,20091,1212,,3469.1,,2.8,73.7,,44.8,43,78017,4279.2,42.6,487442,43,8.2,3,4889.6,4279.2
Jan-76,51,40.3,373.1,84600,21310,1328,,3491.2,,2.9,77.4,,45.2,43,78503,4303,43.1,499510,43,7.9,2.9,4921.6,4303
Feb-76,51.8,40.4,348,86316,22960,1323,,3533.4,,3,81.2,,45.5,43,78816,4331.6,43.6,501703,43,7.7,2.7,4950.4,4331.6
Mar-76,52,40.2,360.2,88156,21553,1293,,3561,,2.9,80.6,,45.6,43,79048,4349.2,43.6,505496,43,7.6,2.6,4963.7,4349.2
Apr-76,52.2,39.6,371.3,87467,23879,1258,,3589.5,,2.7,80.1,,45.8,43,79292,4372.5,43.9,507914,43,7.7,2.3,4982.6,4372.5
May-76,52.6,40.3,392.7,88295,22755,1327,,3610.4,,2.6,79.5,,45.9,43,79312,4385.6,44.1,507353,43,7.4,2.2,4988,4385.6
Jun-76,52.8,40.2,396.3,88185,22782,1320,,3613.2,,2.4,81.5,,46,42.9,79376,4389.1,44.1,513589,42.9,7.6,2.4,4995.6,4389.1
Jul-76,53.3,40.3,389.8,88283,26255,1383,,3624,,2.5,83.5,,46.1,43,79547,4404,44.4,513947,43,7.8,2.4,5026.5,4404
Aug-76,53.5,40.2,388.1,88658,23552,1455,,3645.3,,2.5,85.5,,46.3,43,79704,4421.4,44.7,515723,43,7.8,2.5,5040.8,4421.4
Sep-76,53.8,40.2,403.3,88573,23754,1646,,3664.8,,2.3,85.6,,46.4,43.1,79892,4428.6,44.8,517215,43.1,7.6,2.4,5045.2,4428.6
Oct-76,53.9,40,408.7,87237,24245,1583,,3692.3,,2.4,85.8,,46.3,43.3,79911,4432,44.8,511113,43.3,7.7,2.4,5043.5,4432
Nov-76,54.4,40.1,389.3,90684,23640,1701,,3718.8,,2.3,85.9,,46.7,43.4,80240,4468.6,45.5,519611,43.4,7.8,2.4,5087.7,4468.6
Dec-76,54.9,39.9,368,93296,25328,1679,,3742.9,,2.2,85.3,,47,43.3,80448,4483.7,45.9,533071,43.3,7.8,2.4,5103.3,4483.7
Jan-77,54.9,39.4,407.1,93885,24929,1607,,3763.9,,2.6,84.8,,47,43.4,80690,4466.8,45.6,529595,43.4,7.5,2.3,5078.7,4466.8
Feb-77,55.3,40.2,450.3,95070,24483,1734,,3774.5,,2.7,84.2,,47.3,43.5,80988,4482.8,46.4,536796,43.5,7.6,2.2,5095,4482.8
Mar-77,56,40.3,356.9,98752,24810,1844,,3790.3,,2.8,84,,47.6,43.5,81391,4503.8,47,543289,43.5,7.4,2.1,5117.7,4503.8
Apr-77,56.2,40.4,371.3,96065,25253,1844,,3803.7,,2.6,83.8,,47.8,43.7,81728,4526.3,47.4,542632,43.7,7.2,2,5139.5,4526.3
May-77,56.5,40.5,379.6,97170,25511,1853,,3814.1,,2.1,83.6,,48,43.8,82088,4550.1,47.8,542974,43.8,7,2,5152.4,4550.1
Jun-77,56.9,40.5,357.4,98021,25983,1946,,3820.5,,1.9,82.9,,48.3,44,82488,4564.7,48.1,547873,44,7.2,1.9,5160.5,4564.7
Jul-77,56.9,40.4,364.1,97757,25732,1874,,3828.5,,1.9,82.2,,48.5,44.1,82834,4581.9,48.2,549364,44.1,6.9,1.9,5189,4581.9
Aug-77,57.2,40.4,366.7,98581,26017,1978,,3842.8,,1.5,81.5,,48.6,44.4,83075,4594.6,48.2,550272,44.4,7,1.8,5209.4,4594.6
Sep-77,57.3,40.4,361.5,98567,27151,1860,,3856.9,,1.2,79.6,,48.8,44.5,83532,4631.2,48.5,552292,44.5,6.8,1.9,5241.9,4631.2
Oct-77,57.4,40.6,361.5,98146,26786,1953,,3863.1,,1.1,77.8,,49.1,44.6,83800,4684.4,48.5,556429,44.6,6.8,1.8,5287.3,4684.4
Nov-77,57.6,40.5,353,100027,26754,1969,,3866.7,,1.1,75.9,,49.3,44.8,84173,4713.6,48.6,558971,44.8,6.8,1.8,5329,4713.6
Dec-77,57.7,40.4,357.4,100986,27328,1949,,3872.2,,1.1,75.8,,49.5,44.7,84410,4738.8,48.7,566379,44.7,6.4,1.7,5352.7,4738.8
Jan-78,57.3,39.5,350.6,96181,25825,1812,,3877.9,,1.3,75.7,0.7,49.3,45.2,84594,4720.3,48,549039,45.2,6.4,1.6,5333.6,4720.3
Feb-78,57.6,39.9,381.5,98691,28257,1808,,3877.5,,1.3,77.2,0.6,49.6,45.3,84948,4745.3,48.2,561631,45.3,6.3,1.6,5357.6,4745.3
Mar-78,58.1,40.5,342.9,100134,28216,1873,,3872.6,,1.3,69.5,0.2,50,45.4,85460,4774.9,49.2,567270,45.4,6.3,1.5,5388.1,4774.9
Apr-78,58.8,40.4,323.7,105240,29708,2028,,3867.8,,1.3,71.1,0.5,50.6,45.4,86162,4813.1,50.2,584456,45.4,6.1,1.5,5418.9,4813.1
May-78,59,40.4,326.3,103885,31215,1839,,3870.2,,1,73,0,50.8,45.7,86509,4815,50.4,583900,45.7,6,1.4,5425.1,4815
Jun-78,59.3,40.6,333.3,104355,29524,2065,,3868.6,,0.9,68.1,0.1,51.1,46,86950,4843.3,50.7,587137,46,5.9,1.3,5445.1,4843.3
Jul-78,59.2,40.6,350.6,102529,29497,1860,,3863.8,,0.8,72,0,51.1,46.2,87204,4853.9,50.7,582300,46.2,6.2,1.3,5474.9,4853.9
Aug-78,59.6,40.5,335.3,103700,30707,1761,,3871.7,,0.4,67,-0.3,51.3,46.4,87483,4876,50.9,589894,46.4,5.9,1.2,5499.7,4876
Sep-78,59.8,40.5,324.3,102822,31103,1824,,3883,,0,69.8,-0.2,51.4,46.7,87621,4889.1,51,588547,46.7,6,1.3,5507,4889.1
Oct-78,59.9,40.5,327.8,104120,32335,1855,,3873.3,,-0.3,71.7,0.2,51.7,46.8,87956,4910.5,51.4,593798,46.8,5.8,1.3,5527.2,4910.5
Nov-78,59.5,40.6,344.9,104720,29735,1869,,3870.8,,-1,62.8,-1,51.9,47.2,88391,4916.6,51.8,596371,47.2,5.9,1.2,5536.6,4916.6
Dec-78,59.5,40.5,349.7,105855,29872,1894,,3872.3,,-1,53.8,-1.2,52.1,47.4,88671,4948.4,52,599564,47.4,6,1.2,5568.1,4948.4
Jan-79,59.2,40.4,357.2,104735,30599,1521,,3859.1,,-1,58.4,-1.2,52.1,47.6,88808,4960.6,51.7,593005,47.6,5.9,1.2,5586.9,4960.6
Feb-79,59.1,40.5,359.8,102776,31801,1553,,3855.9,,-1,62.2,-0.8,52.2,47.8,89055,4989.1,52,590202,47.8,5.9,1.2,5609.3,4989.1
Mar-79,59.6,40.6,358.6,105987,37002,1791,,3853.8,,-1,53.7,-1.6,52.6,47.6,89479,5004.3,52.2,607282,47.6,5.8,1.3,5626.3,5004.3
Apr-79,58.5,39.3,415.2,102119,30634,1663,,3853.4,,-0.8,53.3,-1.5,52.2,48.2,89417,4955.8,51.6,590898,48.2,5.8,1.2,5581.5,4955.8
May-79,58.9,40.2,343.3,104010,31651,1754,,3835.9,,-1,54.9,-1.6,52.5,48.3,89789,4941.1,52,603979,48.3,5.6,1.2,5562.1,4941.1
Jun-79,58.5,40.2,365,103656,30495,1708,,3839.1,,-1.4,51.4,-1.9,52.6,48.7,90108,4948.7,52,597813,48.7,5.7,1.1,5559,4948.7
Jul-79,58.1,40.2,379.1,101209,30079,1598,,3841.6,,-1.5,44.2,-2.5,52.6,48.9,90217,4954.3,51.9,597057,48.9,5.7,1.1,5601,4954.3
Aug-79,57.8,40.1,387.3,98672,30542,1657,,3843.8,,-1.9,49.3,-2.4,52.6,49.2,90300,4962.7,51.6,598094,49.2,6,1.1,5609.4,4962.7
Sep-79,57.5,40.1,384.8,99100,30490,1705,,3829.9,,-2.1,53.6,-2,52.6,49.6,90327,4966.2,51.6,594717,49.6,5.9,1.1,5608.8,4966.2
Oct-79,56.9,40.2,401.7,97690,32229,1542,,3815.4,,-3.5,49.5,-1.9,52.7,50,90481,4964.7,51.9,592940,50,6,1.2,5608.7,4964.7
Nov-79,56.3,40.1,417.9,96622,31444,1329,,3803.4,,-2.5,52,-1.9,52.7,50.3,90573,4979.8,51.9,593165,50.3,5.9,1.2,5626.1,4979.8
Dec-79,55.8,40.1,430.8,96359,29842,1306,,3791.7,,-3.4,51.5,-1.8,52.8,50.4,90672,4991.5,51.9,591432,50.4,6,1.2,5639.6,4991.5
Jan-80,55.7,40,416.6,96598,32650,1333,,3775.4,,-3,54.1,-1.8,52.9,50.6,90800,4985.1,52.2,596440,50.6,6.3,1.3,5646.9,4985.1
Feb-80,55.5,40.1,419,98304,31073,1249,,3764.8,,-1.7,54.9,-1.8,52.8,50.8,90883,4965.6,52.2,590829,50.8,6.3,1.3,5620.8,4965.6
Mar-80,54.2,39.9,439.5,93417,30340,1029,,3732.1,,-4.4,44.3,-2.2,52.6,51.5,90994,4948.2,52,577376,51.5,6.3,1.4,5590.8,4948.2
Apr-80,52.5,39.8,556.3,87793,25858,842,,3718.7,,-6.1,44.4,-3,52.3,52,90849,4938.4,51,565016,52,6.9,1.6,5584.2,4938.4
May-80,51.8,39.3,626.4,83655,26046,896,,3714.8,,-0.8,45.3,-2.9,51.8,51.6,90420,4917.5,49.7,557782,51.6,7.5,1.6,5566.9,4917.5
Jun-80,52,39.2,606.2,84122,27345,1165,,3732.8,,0.3,53,-2.3,51.6,51.1,90101,4925.9,49.1,556176,51.1,7.6,1.6,5580.8,4925.9
Jul-80,52.4,39.1,556.6,86328,30422,1311,,3743.5,,1.2,53.4,-1.8,51.5,50.1,89840,4909.5,48.7,563194,50.1,7.8,1.9,5622.9,4909.5
Aug-80,52.8,39.5,517.4,88308,28151,1424,,3751,,1.5,59.6,-1.1,51.7,49.6,90099,4927.6,48.9,567254,49.6,7.7,2,5635.3,4927.6
Sep-80,53.3,39.6,482,92850,29319,1545,,3746.4,,0.6,67.9,-0.4,52,49.1,90213,4944.8,49.7,579201,49.1,7.5,2.2,5660.3,4944.8
Oct-80,53.7,39.8,426.5,96522,29358,1423,,3742.1,,-1.1,69.6,-0.3,52.5,49,90490,5002.5,50.3,591298,49,7.5,2.1,5709.7,5002.5
Nov-80,53.7,39.9,410.6,95311,27715,1440,,3737.6,,-3.2,76.9,0.1,52.7,49.2,90747,5026.9,51.1,591691,49.2,7.5,2.2,5724.2,5026.9
