Date,G0M910,A0M001,A0M005,A0M008,A0M033,A0M029,U0M019,A0M106,U0M107,U0M129,U0M083,A0M125,G0M920,G0M930,A0M041,A0M051,A0M047,A0M057,G0M930,A0M043,A0M044,A0M052,A0M051
Nov-11,87.1,41.5,388.2,127484,40186,706,,9714.2,0.8,1.9,54.9,-1.6,91.1,85.8,132694,11211.6,95.7,1250048,85.8,8.6,5,13593.6,11211.6
Dec-11,87.5,41.6,374.7,129650,42730,697,,9756.8,0.9,1.9,63.6,-0.8,91.6,85.8,132896,11330.4,96.2,1261003,85.8,8.5,4.9,13721.8,11330.4
Jan-12,87.7,41.8,377.8,128145,41759,712,,9797.8,-0.2,1.9,69.1,-0.7,92,86.1,133250,11426.6,96.8,1268460,86.1,8.3,4.8,13776.9,11426.6
Feb-12,88.3,41.7,365,128912,43256,738,,9834,-0.7,1.9,70.3,-0.4,92.3,86.1,133512,11513.8,97.1,1273029,86.1,8.3,4.7,13861.2,11513.8
Mar-12,88.6,41.6,364.4,128684,42983,806,,9863.2,-0.8,2,69.8,-0.6,92.4,86.3,133752,11557.7,96.6,1271849,86.3,8.2,4.6,13914,11557.7
Apr-12,88.4,41.7,381.8,129591,41653,732,,9903.2,-0.4,1.9,72.3,-0.5,92.7,86.8,133834,11611.7,97.3,1275997,86.8,8.2,4.6,13973.6,11611.7
May-12,88.5,41.6,374.4,128796,42547,796,,9959.1,0.4,1.6,74.3,-0.4,92.8,87.1,133934,11611.5,97.5,1279867,87.1,8.2,4.6,13979,11611.5
Jun-12,88.1,41.7,379.7,127698,41137,794,,10027.8,-0.2,1.5,67.8,-0.9,92.8,87.2,134007,11604.5,97.5,1276299,87.2,8.2,4.7,13979.5,11604.5
Jul-12,88.3,41.7,372.5,128188,39871,849,,10081.5,-0.1,1.4,65.6,-0.8,92.8,87.7,134159,11527.4,97.7,1278728,87.7,8.2,4.5,13896,11527.4
Aug-12,87.9,41.5,373.3,127658,38974,840,,10107.6,-0.8,1.6,65.1,-1.1,92.7,88,134331,11513.6,97.3,1277591,88,8.1,4.5,13869.4,11513.6
Sep-12,88.3,41.5,384.7,128039,39174,930,,10154.6,-1.1,1.6,73.5,-0.5,92.9,88.1,134518,11610.1,97.2,1279516,88.1,7.8,4.4,13975.2,11610.1
Oct-12,88.5,41.5,368.4,128443,40472,887,,10187.5,-0.8,1.6,79,-0.2,93.1,88.2,134677,11712.4,97.5,1274571,88.2,7.8,4.4,14069.4,11712.4
Nov-12,88.4,41.5,403.9,130700,40517,917,,10257.3,-0.9,1.5,77.7,-0.3,93.8,88.3,134833,11891.6,98,1298060,88.3,7.7,4.2,14259.6,11891.6
Dec-12,88.8,41.7,354.9,127430,40931,941,,10389.9,-1,1.6,63.8,-1.2,94.5,88.6,135072,12227,98.2,1302868,88.6,7.9,4.3,14610.1,12227
Jan-13,89.3,41.7,352.3,129745,42766,940,,10395.2,-1.5,1.8,66.6,-1.1,93.4,89.8,135263,11508.4,98.2,1307206,89.8,8,4.2,13887.4,11508.4
Feb-13,89.5,41.9,347.7,130641,40588,980,,10369.2,-1,1.8,70.2,-0.7,93.6,89.9,135541,11481,98.6,1312035,89.9,7.7,4.2,13855.2,11481
Mar-13,89.3,41.9,354.7,127918,40537,936,,10448.9,-1,1.8,70.8,-1,93.6,90,135680,11517.6,99.1,1304969,90,7.5,4.1,13904.2,11517.6
Apr-13,89.8,41.8,346.9,131168,41369,1012,,10491.3,-0.7,1.6,67.8,-0.6,93.8,90.1,135871,11579.8,99,1303671,90.1,7.6,4.1,13957.8,11579.8
May-13,90.1,41.7,350.7,131305,42120,1003,,10523.8,-0.9,1.8,75.8,-0.1,94.1,90.2,136093,11631.4,99.1,1317695,90.2,7.5,4.1,14026.7,11631.4
Jun-13,90.2,41.8,344.4,131747,42257,942,,10552.9,-0.8,2.2,77.8,0.2,94.2,90.4,136274,11629.4,99.2,1314033,90.4,7.5,4,14028.5,11629.4
Jul-13,90.4,41.7,346.2,129480,40412,997,,10585.6,-1.2,2.5,76.5,0.1,94.1,90.7,136386,11605.4,98.9,1314276,90.7,7.3,3.9,14001.5,11605.4
Aug-13,90.9,41.9,331.8,131287,40154,964,,10623.1,-0.7,2.7,73.7,0,94.4,91,136628,11628.6,99.5,1319628,91,7.2,3.8,14028.3,11628.6
Sep-13,91.7,41.9,313.9,132644,40298,1004,,10669.9,-1.1,2.7,67.8,-0.1,94.6,91.5,136815,11681,100.1,1323701,91.5,7.2,3.8,14082.9,11681
Oct-13,91.7,41.9,352.1,133867,39451,1044,,10763.4,-1.2,2.5,62.5,-1.2,94.7,91.8,137040,11651.4,99.9,1331422,91.8,7.2,3.7,14048.8,11651.4
Nov-13,92.6,42,324.8,133925,41244,1029,,10751.9,-1.3,2.6,66.8,-0.9,95.1,91.8,137304,11696.8,100.2,1347662,91.8,6.9,3.7,14092.6,11696.8
Dec-13,92.6,41.9,346.2,130495,41001,1005,,10795.3,-1.7,2.8,72.1,-0.4,95.2,92.1,137373,11731.3,100.4,1342339,92.1,6.7,3.6,14131.2,11731.3
Jan-14,92.7,41.6,329,129784,41156,976,,10829.9,-1.2,2.8,71.2,-0.3,95.2,92.7,137548,11800.1,100,1328414,92.7,6.6,3.4,14206.3,11800.1
Feb-14,93.3,41.6,332.1,134514,40594,1039,,10914.1,-1.3,2.6,72.7,-0.4,95.6,92.8,137714,11870.5,100.8,1339979,92.8,6.7,3.5,14286.1,11870.5
Mar-14,94.2,42,321.6,133982,41400,1067,,10929.7,-1,2.6,70,-0.2,96,93.2,137968,11932.5,101.8,1350652,93.2,6.7,3.5,14360,11932.5
Apr-14,94.3,41.9,326.2,133016,40028,1090,,10959.3,-0.9,2.6,74.7,0,96.2,93.5,138293,11964.8,101.8,1352609,93.5,6.2,3.2,14405.2,11964.8
May-14,94.8,42.1,310.7,134835,39602,1018,,11005.1,-1.1,2.5,73.7,-0.1,96.4,93.7,138511,11992.7,102.2,1356343,93.7,6.3,3.1,14450.6,11992.7
Jun-14,95.5,42.1,313.4,135772,41838,1010,,11042.1,-1.6,2.5,73.5,-0.1,96.7,93.9,138837,12042.3,102.6,1355815,93.9,6.1,3,14510.9,12042.3
Jul-14,96,42,300.3,137730,40746,1076,,11080.5,-0.7,2.5,71.8,-0.2,96.9,93.9,139069,12084.9,102.8,1364444,93.9,6.2,3,14562.4,12084.9
Aug-14,96.1,42,303.7,134340,41125,1047,,11109.9,-0.6,2.3,71.3,0,97.1,94.3,139257,12150.3,102.6,1366998,94.3,6.1,2.9,14640.4,12150.3
Sep-14,96.8,42.2,294.9,135022,41491,1077,,11139.9,-0.7,2.4,75.4,0,97.4,94.5,139566,12196.4,103,1366811,94.5,5.9,2.8,14695.3,12196.4
Oct-14,97,42.1,285.4,135190,39232,1094,,11202.7,-0.6,2.2,79.6,0.3,97.6,94.7,139818,12256.6,103,1368570,94.7,5.7,2.7,14764.1,12256.6
Nov-14,97.3,42.2,294.6,133553,38113,1059,,11246.3,-1.3,2.2,79.9,0.1,97.9,94.9,140109,12329.2,103.7,1372234,94.9,5.8,2.7,14845,12329.2
Dec-14,97.9,42.1,284.7,134434,39724,1072,,11340.6,-1.1,2.1,86.4,0.4,98.2,95.2,140377,12407.9,103.6,1380177,95.2,5.6,2.6,14943.8,12407.9
Jan-15,97.9,42,286,133865,38635,1049,,11461.4,-0.8,1.8,91,0.9,98.4,95.5,140568,12507.6,102.8,1382524,95.5,5.7,2.6,15073,12507.6
Feb-15,98,42,301.3,131423,38211,1127,,11567,-1,1.9,88,0.5,98.5,95.9,140839,12552.5,102.2,1376941,95.9,5.5,2.5,15126.9,12552.5
Mar-15,98.4,41.8,284,134667,38450,1072,,11560.8,-0.7,1.9,85.3,0.5,98.4,96.2,140910,12508,101.9,1384614,96.2,5.4,2.4,15096,12508
Apr-15,98.8,41.8,282.3,134055,38244,1166,,11590.3,-0.8,1.8,88.8,0.4,98.6,96.3,141194,12543.1,101.3,1395091,96.3,5.4,2.3,15140.9,12543.1
May-15,99.2,41.8,275.5,133697,37149,1272,,11592.1,-0.3,2.1,84.2,0.1,98.6,96.7,141525,12569.3,100.8,1381123,96.7,5.6,2.4,15171.9,12569.3
Jun-15,99.8,41.8,274,134803,37827,1379,,11613.2,-0.5,2.2,87.8,0.5,98.6,97.3,141699,12576.4,100.5,1383784,97.3,5.3,2.3,15178,12576.4
Jul-15,99.4,41.8,272.3,135145,37649,1140,,11651.1,-0.2,2.2,84.1,0.1,98.9,97.6,142001,12599.2,101.2,1386840,97.6,5.2,2.2,15204.3,12599.2
Aug-15,99.4,41.8,276.4,134856,37633,1165,,11698,-0.1,2,83.4,0.3,99,97.7,142126,12626.8,100.9,1388664,97.7,5.1,2.2,15236.7,12626.8
Sep-15,99.4,41.7,268.2,137472,37411,1144,,11767.6,-0.2,2,78.2,0,99.2,98.3,142281,12662.8,100.6,1403145,98.3,5,2.1,15279.7,12662.8
Oct-15,99.7,41.8,267,134610,37342,1160,,11806,-0.7,2,82.1,0,99.3,98.5,142587,12700.2,100.2,1399866,98.5,5,2.1,15320.8,12700.2
Nov-15,100.1,41.8,268.3,134668,36662,1244,,11880.5,-0.7,2.1,82.9,0,99.2,98.9,142824,12693.8,99.4,1396940,98.9,5.1,2.1,15319.8,12693.8
Dec-15,100,41.8,269.3,137173,35908,1212,,11951.3,0,2,82.7,-0.2,99.3,98.3,143097,12742.9,98.8,1394894,98.3,5,2.1,15385.2,12742.9
Jan-16,99.3,41.9,280.8,133998,36515,1161,,12072.3,0.5,1.8,82.7,0,99.5,98.4,143205,12750.8,99.5,1395837,98.4,4.8,2,15397.1,12750.8
Feb-16,99.4,41.8,267.3,134039,36226,1187,,12158.1,0.3,1.4,81.9,-0.4,99.5,98.7,143417,12745.5,99,1407109,98.7,4.9,2.1,15406.8,12745.5
Mar-16,99.4,41.8,268,133109,35869,1114,,12192.2,-0.4,1.5,81.5,-0.1,99.6,99.2,143654,12744.8,98.2,1407621,99.2,5,2.1,15407,12744.8
Apr-16,99.7,41.8,263.6,133312,36050,1158,,12229.5,-0.3,1.4,77.6,-0.4,99.6,99.6,143851,12725.1,98.5,1405968,99.6,5.1,2.1,15385.9,12725.1
May-16,99.6,41.9,275,131757,35204,1196,,12275.5,0,1.4,84.9,-0.1,99.5,100.1,143892,12718.8,98.3,1398587,100.1,4.8,1.9,15382.2,12718.8
Jun-16,99.9,41.8,263.1,132147,35167,1208,,12316.4,-0.2,1.3,82.4,-0.1,99.8,99.9,144150,12735,98.7,1406826,99.9,4.9,2,15395.3,12735
Jul-16,100.2,42,262,132043,35327,1190,,12367.4,-0.8,1.1,77.8,-0.4,100,100.2,144521,12787.2,98.9,1405222,100.2,4.8,2,15453.2,12787.2
Aug-16,100.2,41.8,264.3,131998,36439,1205,,12424.7,-0.2,1.2,78.7,-0.1,100.1,100.3,144664,12793.2,98.7,1416348,100.3,4.9,1.9,15466.1,12793.2
Sep-16,100.5,41.9,249.6,131774,35031,1280,,12459.9,-0.2,1.2,82.7,0,100.3,100.6,144953,12829.9,98.6,1417950,100.6,5,2,15501.2,12829.9
Oct-16,100.3,41.9,259.2,131333,35036,1278,,12501.4,0.5,1.4,76.8,-0.4,100.5,100.7,145071,12840.6,98.7,1420099,100.7,4.9,2,15521.6,12840.6
Nov-16,100.5,41.9,248,131450,34952,1236,,12567.6,-0.3,1.7,85.2,0.1,100.6,101.1,145201,12880.6,98.2,1420567,101.1,4.7,1.9,15556.5,12880.6
Dec-16,101,41.9,250.9,130473,35044,1252,,12582.9,0.1,2,89.5,0.8,101,101.3,145415,12916.9,98.9,1437758,101.3,4.7,1.9,15591.9,12916.9
Jan-17,101.7,41.9,246.5,130100,35520,1301,,12606.7,0,1.8,90.3,0.6,101.1,101.5,145612,12957.1,98.7,1431582,101.5,4.7,1.9,15639.7,12957.1
Feb-17,102.1,41.9,242,130038,35687,1240,,12662.5,0.2,1.8,86.5,0.5,101.2,101.6,145795,13011.3,98.4,1428319,101.6,4.6,1.8,15695.5,13011.3
Mar-17,102.5,41.8,247.7,129818,35764,1285,,12734.8,0,1.7,86.5,0.8,101.4,101.8,145934,13062.7,99.1,1425497,101.8,4.4,1.7,15753,13062.7
Apr-17,102.6,41.9,243.5,128694,35895,1258,,12755.5,-0.4,1.4,87,0.6,101.6,102.1,146154,13084.2,100,1422919,102.1,4.5,1.7,15763.1,13084.2
May-17,103,41.9,239.8,130026,35972,1209,,12806.9,-0.6,1.4,87.7,0.5,101.9,102.1,146295,13172.8,100.1,1427911,102.1,4.4,1.7,15857.4,13172.8
Jun-17,103.6,42,241.5,128809,35329,1329,,12818.9,-0.8,1.2,83.8,0.3,102,102.3,146506,13177.4,100.3,1432684,102.3,4.3,1.6,15867.4,13177.4
Jul-17,103.8,42,244.1,127991,36006,1264,,12869.7,-0.5,1.2,80.5,0.6,102.2,102.5,146734,13222.2,100.2,1438238,102.5,4.3,1.7,15921.1,13222.2
Aug-17,104.1,42,253.8,129190,35995,1314,,12888.5,-0.1,1.1,87.7,0.7,102.3,102.9,146924,13244.2,99.7,1445591,102.9,4.4,1.7,15951.1,13244.2
Sep-17,104.3,41.9,262.9,129276,37478,1257,,12875,-0.4,1.1,84.4,0.4,102.5,102.8,146966,13275.7,99.7,1452359,102.8,4.2,1.7,15983.5,13275.7
Oct-17,105.6,42,237.1,130330,37210,1346,,12904.1,-0.8,1.2,90.5,1,102.9,102.9,147215,13324.6,101,1460463,102.9,4.1,1.6,16037.6,13324.6
Nov-17,106.1,42,239,131045,37111,1302,,12913.9,-1.4,1.2,88.9,1,103.3,103,147411,13381.5,101.3,1473085,103,4.2,1.6,16071.7,13381.5
Dec-17,106.7,41.8,238.2,132751,37198,1309,,12949,-1,1.1,84.3,0.7,103.5,103.4,147590,13421.9,101.4,1482650,103.4,4.1,1.5,16114.7,13421.9
Jan-18,107.3,41.8,234.3,132228,36902,1352,,12921.7,-0.7,1.2,86.3,0.6,103.4,103.8,147671,13421,101.4,1465400,103.8,4,1.5,16152.2,13421
Feb-18,108,42.2,221.3,133018,37282,1332,,12934.9,0.2,1.4,90,0.8,103.7,104,148049,13450.4,101.6,1469823,104,4.1,1.4,16181.2,13450.4
Mar-18,108.4,42.2,225.8,133417,36885,1407,,12967,0.4,1.3,88.8,0.6,103.9,104.1,148244,13475.9,102.3,1467346,104.1,4,1.4,16215.7,13475.9
Apr-18,108.9,42.3,221.9,133856,37628,1391,,12963.2,0,1.2,88.4,0.6,104.1,104.5,148397,13486.7,103.4,1467032,104.5,4,1.5,16226.4,13486.7
May-18,108.9,42,223.9,132830,38306,1331,,12999.6,-0.9,1.3,89.1,0.9,104.2,104.9,148667,13519,102.5,1475638,104.9,3.8,1.3,16262,13519
Jun-18,109.6,42.1,221.7,133738,38781,1320,,13038.3,-0.6,1.1,86.3,0.6,104.5,105,148881,13565.3,103.3,1473756,105,4,1.4,16312.9,13565.3
Jul-18,110.3,42.2,216.5,133093,39556,1328,,13055.1,-0.6,1,87.3,0.5,104.7,104.9,149030,13632.3,103.5,1475209,104.9,3.8,1.5,16385.8,13632.3
Aug-18,110.5,42.1,213,132805,38302,1264,,13086.5,-0.8,1,87.1,0.7,105.1,105.1,149259,13683.1,104.2,1482301,105.1,3.8,1.4,16441.5,13683.1
Sep-18,111.2,42.1,213.1,134121,37986,1289,,13087.2,-1,1.1,90.5,0.9,105.1,105.2,149364,13673.9,104.1,1481916,105.2,3.7,1.4,16426.7,13673.9
Oct-18,111.1,42.1,215.5,132346,38323,1275,,13066.7,-0.8,1,89.3,1.1,105.2,105.7,149576,13682.5,104,1478780,105.7,3.8,1.4,16441,13682.5
Nov-18,111.1,42,226,130872,36655,1318,,13075.1,-0.8,0.9,88.1,0.7,105.4,106.1,149668,13707.1,103.9,1477080,106.1,3.8,1.3,16460.7,13707.1
Dec-18,111.1,42.1,216.4,130919,36956,1338,,13188.3,0.1,0.6,87,0.3,105.7,106.4,149908,13877.3,103.9,1476549,106.4,3.9,1.4,16641.1,13877.3
Jan-19,111,41.9,222.9,129471,37304,1295,,13259.2,-0.5,0.3,79.9,-0.5,105.9,106.9,150145,13852.8,103.3,1484508,106.9,4,1.3,16683.4,13852.8
Feb-19,111.1,41.7,222.5,129780,36911,1304,,13285.7,-0.9,0.3,84.4,0.4,105.9,107.1,150095,13893.2,102.7,1483800,107.1,3.8,1.4,16729.1,13893.2
Mar-19,111.5,41.7,217,129046,37589,1316,,13292.9,-1,0.2,88.8,0.5,106,107.4,150263,13899.6,102.9,1483449,107.4,3.8,1.4,16740.3,13899.6
Apr-19,111.5,41.6,215.6,128183,37182,1337,,13273.5,-1.6,0.1,87.4,0.5,105.8,107.6,150482,13857.1,102.3,1469179,107.6,3.7,1.3,16697.9,13857.1
May-19,111.4,41.5,217,128270,36835,1337,,13355.9,-1.2,0,93.5,0.9,105.9,107.4,150545,13850.1,102.5,1473415,107.4,3.7,1.3,16699.5,13850.1
Jun-19,111.5,41.6,221.6,130351,37303,1276,,13452.5,-1.6,-0.3,89.3,0.3,106.1,107.8,150720,13852.5,102.4,1485563,107.8,3.6,1.3,16710.5,13852.5
Jul-19,112,41.5,213.6,129436,37063,1369,,13498.1,-1.5,-0.3,90.5,0.9,106.1,108.5,150913,13847.9,102.1,1485053,108.5,3.6,1.3,16709,13847.9
Aug-19,111.8,41.5,216.7,129815,36933,1479,,13561.1,-0.5,-0.5,79.9,0.3,106.5,107.9,151108,13912.4,102.7,1493174,107.9,3.7,1.3,16779.6,13912.4
Sep-19,111.7,41.5,213.2,129678,36663,1439,,13633.9,-0.7,-0.3,83.4,0.1,106.5,108.1,151329,13933,102.3,1491257,108.1,3.5,1.3,16805.4,13933
Oct-19,111.4,41.4,214.9,127340,36919,1509,,13715.8,-0.2,-0.1,84.2,0.1,106.5,108.4,151524,13946.6,101.5,1482087,108.4,3.6,1.3,16824.4,13946.6
Nov-19,111.6,41.4,215.9,128535,36623,1509,,13793.6,-0.8,0.3,87.3,0.3,106.9,108.8,151758,14023,102,1488074,108.8,3.6,1.3,16897.3,14023
Dec-19,111.4,41.4,225.9,128435,36522,1453,,13833.3,-1.1,0.3,88.9,0.6,106.9,108.8,151919,13996.3,101.6,1485052,108.8,3.6,1.2,16856.5,13996.3
Jan-20,112,41.4,209.9,127313,36884,1550,,13879.7,-1.2,0.2,90.5,0.6,107.1,108.5,152234,14112.4,101.1,1486517,108.5,3.5,1.2,17003.2,14112.4
Feb-20,111.9,41.7,214,126811,36330,1478,,13928.4,-1.1,-0.1,92.1,1,107.4,108.9,152523,14223.6,101.3,1491663,108.9,3.5,1.2,17111.9,14223.6
Mar-20,103.4,41.3,2666.7,120603,35872,1382,,14450.5,2.3,0.2,79.7,-0.7,105.2,111.2,150840,13869.6,97.4,1432305,111.2,4.4,1.2,16828.5,13869.6
Apr-20,96.8,38.5,4180.7,102341,33448,1094,,15460.2,2.6,0.6,70.1,-0.8,92.8,115.4,130161,13084.6,84.2,1267304,115.4,14.8,1.1,19028.4,13084.6
May-20,99.8,39.4,2288.3,107871,34244,1246,,16206.2,1.9,0.6,65.9,-0.6,95.2,112.6,132994,13321.6,85.8,1368553,112.6,13.3,1.4,18232.4,13321.6
Jun-20,102.8,39.9,1499.2,121398,35922,1296,,16386.6,1.4,0.7,72.3,-0.2,98.9,109.1,137840,13540.1,91.2,1473373,109.1,11.1,2,17984.9,13540.1
Jul-20,104.9,40.7,1339,128225,36915,1542,,16468.7,0.8,0.5,65.9,-0.8,100.8,107.9,139566,13675.9,94.9,1512209,107.9,10.2,5,18092.9,13675.9
Aug-20,106.5,41.1,990.2,126846,37746,1522,,16473.7,0,0.6,68.5,-0.8,101.8,107.5,141149,13820.1,95.9,1515433,107.5,8.4,5.1,17509.3,13820.1
Sep-20,107.5,41.2,826.2,126752,38158,1589,,16647.8,-0.2,0.6,75.6,0,102.3,107,141865,13957.5,95.6,1524622,107,7.8,4.6,17608.7,13957.5
Oct-20,108.2,41.3,790.8,127577,38724,1595,,16772.9,-0.5,0.7,79.2,0,103,106.3,142545,14151,96.6,1539562,106.3,6.9,3.8,17561,14151
Nov-20,109.2,41.3,735.5,128221,39202,1696,,16959.2,-1.6,0.8,70.5,-0.8,103,106.4,142809,14113.6,97.2,1536717,106.4,6.7,3.6,17385.3,14113.6
Dec-20,109.6,41.3,804.9,129266,39722,1758,,17046.4,-1.6,0.8,74.6,-0.7,103,106.9,142503,14117.6,98.3,1530635,106.9,6.7,3.4,17432,14117.6
Jan-21,110.1,41.6,865.7,128236,40014,1883,,17227.8,-0.9,1,74,-0.2,103.7,104.1,142736,14029.2,99.4,1579345,104.1,6.3,3.4,19103.2,14029.2
Feb-21,110.1,41.4,804.5,123900,39796,1726,,17422,-1.1,1.2,70.7,-0.1,103,106.7,143272,14025.9,96.4,1531244,106.7,6.2,3.5,17678.5,14025.9
Mar-21,111.5,41.7,721.6,124640,40351,1755,,17542.1,-1.7,1.5,79.7,0.8,104.4,102,144057,14120.8,99.2,1591781,102,6,3.5,21267.5,14120.8
Apr-21,113.1,41.6,562.2,121017,41201,1733,,17632.2,-2.8,1.6,82.7,0.7,104.5,105.1,144326,14142,99.2,1585058,105.1,6.1,3.3,18274.6,14142
May-21,114.6,41.6,428.5,119172,41164,1683,,17767.3,-3.1,1.6,78.8,0.4,104.6,105.8,144940,14152.5,99.9,1551428,105.8,5.8,3.1,17787.2,14152.5
Jun-21,115.4,41.4,396.8,118511,41256,1594,,17694.8,-3.6,1.4,83.5,0.9,105.1,105.7,145902,14170.6,100.4,1559335,105.7,5.9,3.3,17721.9,14170.6
Jul-21,116.4,41.5,394.7,119200,41057,1630,,17750.7,-2.5,1.2,79,0.5,105.7,106.1,146993,14213.8,101.4,1558426,106.1,5.4,2.9,17837.6,14213.8
Aug-21,117.3,41.5,356.2,117631,41089,1721,,17908.5,-2.2,1.2,65.1,-0.7,105.8,106.2,147359,14192.5,101.3,,106.2,5.2,2.7,17812.6,14192.5
Sep-21,117.5,41.4,344.7,,,1589,,17990.8,-1.1,1.3,68.1,-0.6,105.8,106.5,147553,14215.6,100,,106.5,4.8,2.3,17570.5,14215.6
